id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,sell_price,day_of_week
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,1,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,1,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,2,1,2011-01-30,11101.0,Sunday,2.0,1.0,2011.0,,,,,0.0,0.0,0.0,1.97,2.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,2,5,2011-01-30,11101.0,Sunday,2.0,1.0,2011.0,,,,,0.0,0.0,0.0,2.0,2.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,2,1,2011-01-30,11101.0,Sunday,2.0,1.0,2011.0,,,,,0.0,0.0,0.0,3.97,2.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,2,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,2,0,,,,,,,,,,,,,,,
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,2,0,2011-01-30,11101.0,Sunday,2.0,1.0,2011.0,,,,,0.0,0.0,0.0,1.98,2.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,2,1,2011-01-30,11101.0,Sunday,2.0,1.0,2011.0,,,,,0.0,0.0,0.0,5.98,2.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,2,0,,,,,,,,,,,,,,,
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,2,0,2011-01-30,11101.0,Sunday,2.0,1.0,2011.0,,,,,0.0,0.0,0.0,9.42,2.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,2,0,2011-01-30,11101.0,Sunday,2.0,1.0,2011.0,,,,,0.0,0.0,0.0,6.44,2.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,2,4,2011-01-30,11101.0,Sunday,2.0,1.0,2011.0,,,,,0.0,0.0,0.0,3.86,2.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,2,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,2,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,2,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,2,7,2011-01-30,11101.0,Sunday,2.0,1.0,2011.0,,,,,0.0,0.0,0.0,9.98,2.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,2,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,2,1,2011-01-30,11101.0,Sunday,2.0,1.0,2011.0,,,,,0.0,0.0,0.0,6.97,2.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,2,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,2,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,3,0,2011-01-31,11101.0,Monday,3.0,1.0,2011.0,,,,,0.0,0.0,0.0,1.97,3.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,3,5,2011-01-31,11101.0,Monday,3.0,1.0,2011.0,,,,,0.0,0.0,0.0,2.0,3.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,3,3,2011-01-31,11101.0,Monday,3.0,1.0,2011.0,,,,,0.0,0.0,0.0,3.97,3.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,3,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,3,0,,,,,,,,,,,,,,,
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,3,0,2011-01-31,11101.0,Monday,3.0,1.0,2011.0,,,,,0.0,0.0,0.0,1.98,3.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,3,1,2011-01-31,11101.0,Monday,3.0,1.0,2011.0,,,,,0.0,0.0,0.0,5.98,3.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,3,0,,,,,,,,,,,,,,,
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,3,0,2011-01-31,11101.0,Monday,3.0,1.0,2011.0,,,,,0.0,0.0,0.0,9.42,3.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,3,0,2011-01-31,11101.0,Monday,3.0,1.0,2011.0,,,,,0.0,0.0,0.0,6.44,3.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,3,1,2011-01-31,11101.0,Monday,3.0,1.0,2011.0,,,,,0.0,0.0,0.0,3.86,3.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,3,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,3,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,3,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,3,4,2011-01-31,11101.0,Monday,3.0,1.0,2011.0,,,,,0.0,0.0,0.0,9.98,3.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,3,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,3,1,2011-01-31,11101.0,Monday,3.0,1.0,2011.0,,,,,0.0,0.0,0.0,6.97,3.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,3,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,3,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,4,0,2011-02-01,11101.0,Tuesday,4.0,2.0,2011.0,,,,,1.0,1.0,0.0,1.97,4.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,4,0,2011-02-01,11101.0,Tuesday,4.0,2.0,2011.0,,,,,1.0,1.0,0.0,2.0,4.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,4,4,2011-02-01,11101.0,Tuesday,4.0,2.0,2011.0,,,,,1.0,1.0,0.0,3.97,4.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,4,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,4,0,,,,,,,,,,,,,,,
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,4,3,2011-02-01,11101.0,Tuesday,4.0,2.0,2011.0,,,,,1.0,1.0,0.0,1.98,4.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,4,3,2011-02-01,11101.0,Tuesday,4.0,2.0,2011.0,,,,,1.0,1.0,0.0,5.98,4.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,4,0,,,,,,,,,,,,,,,
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,4,1,2011-02-01,11101.0,Tuesday,4.0,2.0,2011.0,,,,,1.0,1.0,0.0,9.42,4.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,4,0,2011-02-01,11101.0,Tuesday,4.0,2.0,2011.0,,,,,1.0,1.0,0.0,6.44,4.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,4,4,2011-02-01,11101.0,Tuesday,4.0,2.0,2011.0,,,,,1.0,1.0,0.0,3.86,4.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,4,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,4,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,4,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,4,1,2011-02-01,11101.0,Tuesday,4.0,2.0,2011.0,,,,,1.0,1.0,0.0,9.98,4.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,4,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,4,0,2011-02-01,11101.0,Tuesday,4.0,2.0,2011.0,,,,,1.0,1.0,0.0,6.97,4.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,4,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,4,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,5,0,2011-02-02,11101.0,Wednesday,5.0,2.0,2011.0,,,,,1.0,0.0,1.0,1.97,5.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,5,1,2011-02-02,11101.0,Wednesday,5.0,2.0,2011.0,,,,,1.0,0.0,1.0,2.0,5.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,5,0,2011-02-02,11101.0,Wednesday,5.0,2.0,2011.0,,,,,1.0,0.0,1.0,3.97,5.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,5,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,5,0,,,,,,,,,,,,,,,
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,5,1,2011-02-02,11101.0,Wednesday,5.0,2.0,2011.0,,,,,1.0,0.0,1.0,1.98,5.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,5,0,2011-02-02,11101.0,Wednesday,5.0,2.0,2011.0,,,,,1.0,0.0,1.0,5.98,5.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,5,0,,,,,,,,,,,,,,,
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,5,0,2011-02-02,11101.0,Wednesday,5.0,2.0,2011.0,,,,,1.0,0.0,1.0,9.42,5.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,5,2,2011-02-02,11101.0,Wednesday,5.0,2.0,2011.0,,,,,1.0,0.0,1.0,6.44,5.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,5,2,2011-02-02,11101.0,Wednesday,5.0,2.0,2011.0,,,,,1.0,0.0,1.0,3.86,5.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,5,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,5,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,5,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,5,0,2011-02-02,11101.0,Wednesday,5.0,2.0,2011.0,,,,,1.0,0.0,1.0,9.98,5.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,5,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,5,0,2011-02-02,11101.0,Wednesday,5.0,2.0,2011.0,,,,,1.0,0.0,1.0,6.97,5.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,5,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,5,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,6,0,2011-02-03,11101.0,Thursday,6.0,2.0,2011.0,,,,,1.0,1.0,1.0,1.97,6.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,6,3,2011-02-03,11101.0,Thursday,6.0,2.0,2011.0,,,,,1.0,1.0,1.0,2.0,6.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,6,1,2011-02-03,11101.0,Thursday,6.0,2.0,2011.0,,,,,1.0,1.0,1.0,3.97,6.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,6,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,6,0,,,,,,,,,,,,,,,
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,6,0,2011-02-03,11101.0,Thursday,6.0,2.0,2011.0,,,,,1.0,1.0,1.0,1.98,6.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,6,2,2011-02-03,11101.0,Thursday,6.0,2.0,2011.0,,,,,1.0,1.0,1.0,5.98,6.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,6,0,,,,,,,,,,,,,,,
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,6,0,2011-02-03,11101.0,Thursday,6.0,2.0,2011.0,,,,,1.0,1.0,1.0,9.42,6.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,6,2,2011-02-03,11101.0,Thursday,6.0,2.0,2011.0,,,,,1.0,1.0,1.0,6.44,6.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,6,4,2011-02-03,11101.0,Thursday,6.0,2.0,2011.0,,,,,1.0,1.0,1.0,3.86,6.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,6,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,6,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,6,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,6,0,2011-02-03,11101.0,Thursday,6.0,2.0,2011.0,,,,,1.0,1.0,1.0,9.98,6.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,6,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,6,0,2011-02-03,11101.0,Thursday,6.0,2.0,2011.0,,,,,1.0,1.0,1.0,6.97,6.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,6,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,6,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,7,3,2011-02-04,11101.0,Friday,7.0,2.0,2011.0,,,,,1.0,0.0,0.0,1.97,7.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,7,1,2011-02-04,11101.0,Friday,7.0,2.0,2011.0,,,,,1.0,0.0,0.0,2.0,7.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,7,2,2011-02-04,11101.0,Friday,7.0,2.0,2011.0,,,,,1.0,0.0,0.0,3.97,7.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,7,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,7,0,,,,,,,,,,,,,,,
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,7,2,2011-02-04,11101.0,Friday,7.0,2.0,2011.0,,,,,1.0,0.0,0.0,1.98,7.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,7,0,2011-02-04,11101.0,Friday,7.0,2.0,2011.0,,,,,1.0,0.0,0.0,5.98,7.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,7,0,,,,,,,,,,,,,,,
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,7,0,2011-02-04,11101.0,Friday,7.0,2.0,2011.0,,,,,1.0,0.0,0.0,9.42,7.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,7,3,2011-02-04,11101.0,Friday,7.0,2.0,2011.0,,,,,1.0,0.0,0.0,6.44,7.0
HOUSEHOLD_1_055_CA_2_validation,HOUSEHOLD_1_055,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,7,2,2011-02-04,11101.0,Friday,7.0,2.0,2011.0,,,,,1.0,0.0,0.0,3.86,7.0
HOUSEHOLD_1_260_TX_1_validation,HOUSEHOLD_1_260,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,7,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_280_WI_2_validation,HOUSEHOLD_1_280,HOUSEHOLD_1,HOUSEHOLD,WI_2,WI,7,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_329_WI_3_validation,HOUSEHOLD_1_329,HOUSEHOLD_1,HOUSEHOLD,WI_3,WI,7,0,,,,,,,,,,,,,,,
HOUSEHOLD_1_488_TX_3_validation,HOUSEHOLD_1_488,HOUSEHOLD_1,HOUSEHOLD,TX_3,TX,7,0,2011-02-04,11101.0,Friday,7.0,2.0,2011.0,,,,,1.0,0.0,0.0,9.98,7.0
HOUSEHOLD_2_164_CA_1_validation,HOUSEHOLD_2_164,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,7,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_328_TX_1_validation,HOUSEHOLD_2_328,HOUSEHOLD_2,HOUSEHOLD,TX_1,TX,7,0,2011-02-04,11101.0,Friday,7.0,2.0,2011.0,,,,,1.0,0.0,0.0,6.97,7.0
HOUSEHOLD_2_408_TX_3_validation,HOUSEHOLD_2_408,HOUSEHOLD_2,HOUSEHOLD,TX_3,TX,7,0,,,,,,,,,,,,,,,
HOUSEHOLD_2_476_CA_1_validation,HOUSEHOLD_2_476,HOUSEHOLD_2,HOUSEHOLD,CA_1,CA,7,0,,,,,,,,,,,,,,,
FOODS_1_006_TX_3_validation,FOODS_1_006,FOODS_1,FOODS,TX_3,TX,8,1,2011-02-05,11102.0,Saturday,1.0,2.0,2011.0,,,,,1.0,1.0,1.0,1.97,1.0
FOODS_1_061_TX_1_validation,FOODS_1_061,FOODS_1,FOODS,TX_1,TX,8,2,2011-02-05,11102.0,Saturday,1.0,2.0,2011.0,,,,,1.0,1.0,1.0,2.0,1.0
FOODS_1_088_TX_3_validation,FOODS_1_088,FOODS_1,FOODS,TX_3,TX,8,4,2011-02-05,11102.0,Saturday,1.0,2.0,2011.0,,,,,1.0,1.0,1.0,3.97,1.0
FOODS_3_302_WI_1_validation,FOODS_3_302,FOODS_3,FOODS,WI_1,WI,8,0,,,,,,,,,,,,,,,
FOODS_3_446_TX_2_validation,FOODS_3_446,FOODS_3,FOODS,TX_2,TX,8,0,2011-02-05,11102.0,Saturday,1.0,2.0,2011.0,,,,,1.0,1.0,1.0,1.0,1.0
FOODS_3_610_WI_2_validation,FOODS_3_610,FOODS_3,FOODS,WI_2,WI,8,0,2011-02-05,11102.0,Saturday,1.0,2.0,2011.0,,,,,1.0,1.0,1.0,1.98,1.0
FOODS_3_783_WI_3_validation,FOODS_3_783,FOODS_3,FOODS,WI_3,WI,8,3,2011-02-05,11102.0,Saturday,1.0,2.0,2011.0,,,,,1.0,1.0,1.0,5.98,1.0
HOBBIES_1_035_WI_2_validation,HOBBIES_1_035,HOBBIES_1,HOBBIES,WI_2,WI,8,0,,,,,,,,,,,,,,,
HOBBIES_1_163_CA_2_validation,HOBBIES_1_163,HOBBIES_1,HOBBIES,CA_2,CA,8,0,2011-02-05,11102.0,Saturday,1.0,2.0,2011.0,,,,,1.0,1.0,1.0,9.42,1.0
HOBBIES_1_321_CA_1_validation,HOBBIES_1_321,HOBBIES_1,HOBBIES,CA_1,CA,8,0,2011-02-05,11102.0,Saturday,1.0,2.0,2011.0,,,,,1.0,1.0,1.0,6.44,1.0
